Author,Article title,Issue,Date,Subject location,Subject keywords
"Johannes, Adam",Who defines disability,211,Aug-2013,Cardiff,disability;welfare
"Thomas, Ned",Translating the world into Welsh,211,Aug-2013,Wales,translation;language;higher education
"Rees, Gareth;Taylor, Chris",A long way short of a people's university,211,Aug-2013,Wales,higher education;
"Hughes, Jeremy","Self-portrait, in Dad's Jacket",211,Aug-2013,Llanwern;Ebbw Vale,steel;memoir;steelworking
"Richards, Tim",Bias is in the eye of the beholder,211,Aug-2013,Cardiff;Westminster;Liverpool;Dolanog,media;Ince Report;nationalism;politics
Peter Lord,Gwerin,211,Aug-2013,Aberystwyth,folk;Welsh Keywords (series);
"Gramich, Eluned",The small holding,211,Aug-2013,,short story;
"Howell, David",Chepstow to Sudbrook,211,Aug-2013,Chepstow to Sudbrook,coastal path;Retracing Wales (series);
"Parker, Mike",Politics: assembly debate - boring as hell?,211,Aug-2013,,Focus on (series);
"E. Jones, Rhian",Music: making it in Wales,211,Aug-2013,,Focus on (series);
"Bell, Ellen",Art: sit down and read,211,Aug-2013,,Focus on (series);
"Johannes, Adam;Cudlip, Kieron",Every home must be defended,212,Nov-2013,Cardiff,bedroom tax;social housing
"Contsantine, Mary-Ann",A brick from the ruins of Babylon,212,Nov-2013,Ceredigion Museum;Babylon;Newquay;Llanon;;Llangeitho,museums
"Padget, Martin",Yesterday's apocalypse?,212,Nov-2013,Sahuarita;Arizona;Little Rock;Arkansas;Cuba;Soviet Union;Berlin;Tuscon,nuclear weapons;museums
"Mason, Kelvin",Decades of devastation ahead?,212,Nov-2013,Cardiff;Newport;Flintshire;Swansea;Rhondda Cynon Taf;Caerphilly;Merthyr Tydfil;Blaenau Gwent;Tofaen;Monmouthsire;Wrexham;Denbighshire;Powys;Carmarthensire,fracking;open cast mining;
"Donovan, Owen",What's the future for the Welsh economy,212,Nov-2013,Cardiff;Ebbw Vale;St Athan,economics;regeneration
"Joyner, Siriol","Dancing on the steps of the Senedd: Dance, politics and belonging",212,Nov-2013,Cardiff Bay,dance;politics
"Houguez, Claire",Muscling in or being ourselves?,212,Nov-2013,Neath;Swansea;Marrakesh;Istanbul;Marmaris;Cardiff;Cairo,dance;
"Davies, Rhodri",I aspire to a desert-island art,212,Nov-2013,London;Cardiff,art;destruction;Ivor Davies
"Petro, Pamela","Brazil in two voices, part 2",212,Nov-2013,Brazil;Serra de Capivara National Park;Inotim;Minas Gerais,botany;parks;language
T. Robin Chapman,Hiraeth,212,Nov-2013,Aberystwyth,longing;Welsh Keywords (series);
"Sanderson, Stewart",The irradiated Christ,212,Nov-2013,,poem;
"Akhtar, Rizwan ",A ghazal travels to an English editor,212,Nov-2013,,poem;
"Gray, Kathryn",The meet-cute,212,Nov-2013,,poem;
"Nongkynrih, Kynpham Sing",Japih: scrumptious meat of prophetic frogs?,212,Nov-2013,,short story;
"Alexander, Neal",Aberystwyth to Ynyslas,212,Nov-2013,Aberystwyth to Ynyslas,coastal path;Retracing Wales (series);
"Pendry, Helen",Politics: the price of silence,212,Nov-2013,,Focus on (series);
"Edwards, Rebecca","Music: balance, praxis and protest",212,Nov-2013,,Focus on (series);
"O'Reilly, Katie",Performance: a lamentation across cultures,212,Nov-2013,,Focus on (series);
"Adams, Hugh",Plummeting and soaring: Newport and Merthyr Tydfil,213,Feb-2014,Newport;Merthyr Tydfil,local government;arts;culture
"Stevenson, Peter;Lochhead, Alison",The world turned inside-out,213,Feb-2014,Llanrhystud;Westminster Abbey;Ffair Rhos;Ystumtuen,
"Lagardien, Ismail",An open wound: from the big hole to the Marikana Massacre,213,Feb-2014,Big Hole of Kimberley;Northen Cape Province;,
"Hoskins, Gareth",Mining museums: the spoils of exploitation,213,Feb-2014,California;South Africa;Blaenavon,mining;museums;
"Morgan, John W.",UNESCO: a social philosophy for the 21st century?,213,Feb-2014,London;Palestine;United States;Blaenavon;Pontcysyllte;Dyfi Biosphere;Norwich;Edinburgh,UN;UNESCO;
"Michelsen, Helle","One Wales, two versions",213,Feb-2014,Aberystwyth;Denmark;Sweden;Norway,television;language
"Piquemal, Cathy",A recipe for bouillabaisse,213,Feb-2014,Marseille,food;travel
David Greenslade,On the money,213,Feb-2014,Wales;Iran;Saudi Arabia;North Korea;Moldavia;Malaysia;Ireland;Canada;Romania,currency;desing;iconography;
"Torrance, David",Federalism: a very British Compromise,213,Feb-2014,Wales;Northern Ireland;England;Scotland,politics;federalism;
Huw L. Williams,Hunaniaeth,213,Feb-2014,Cardiff,identity;Welsh Keywords (series);
"Stansfield, Katherine","To her, writing",213,Feb-2014,,poem;
"Owen, Sion Tomos","The poet, the donkey and the quandary",213,Feb-2014,Rhondda,unemployment;Planet Young Writers (series);
"Hughes, Tristan",Penmon to Llanddona,213,Feb-2014,Penmon;Llanddona,coastal path;Retracing Wales (series);
"Parker, Mike",Politics: King of the (M4 relief) road,213,Feb-2014,,Focus on (series);
"Davies, Branwen","Theatre: 2014, a year to nuture new writing",213,Feb-2014,,Focus on (series);
"Trezise, Rachel","Music: RAchel Trezise finds honeyed innocence, outlandish humour and aching acceptance in the latest releases",213,Feb-2014,,Focus on (series);
"Mason, Kelvin",Vital questions for our energy future,214,May-2014,Wales,energy;windfarms;renewable energy
"Gramich, Eluned",Roast beef with wasabi sauce,214,May-2014,Tokyo,Japan;travel;Welsh Government;
"Gwyn, RIchard",A mark of a humane society,214,May-2014,Cardiff,drugs;alcohol;rehabilitation
"Dix, Hywel",Entitled to speak,214,May-2014,Scotland,Scottish literature;French philosophy;politics
"Ballin, Malcolm",An integral part of the public sphere,214,May-2014,Wales,magazines;publishing;
"Jenkins, Mike",Imagining a better world,214,May-2014,Wrexham;Pontypridd,poetry;socialism;magazines;publishing
"Barnie, John",Remembering Nigel,214,May-2014,Syracuse;NY; Manhattan;Chicago;Swansea;Brussels;Capel Celyn;Caernarfon;Gower,poetry;Nigel Jenkins;music;
"Elliott, John",The day of the Texas Revolvers,214,May-2014,Newbridge;Newport,memoir;World War 2
"Wakelin, Peter",Reliquaries of past lives,214,May-2014,Abergavenny,art;painting;
Menna Elfyn,Angerdd,214,May-2014,,passion;Welsh Keywords (series);
"Jenkins, Mike",Dim Gobaith Caneri,214,May-2014,,poem;
"Griffiths, Steve",What you took home with you from the night shift,214,May-2014,,poem;
"Kinsey, Christine",Skimmer,214,May-2014,,poem;
"Davies, Joe",The House Sitter,214,May-2014,,short story;
"O'Neill, Rowan",Cardigan Bridge to Ynyslas,214,May-2014,Cardigan Bridge;Ynyslas;Elephant and Castle;St Ives;Cambridgeshire;Ireland;Birmingham;Penbryn;Pembrokeshire,coastal path;Retracing Wales (series);
"Pendry, Helen","Politics: this may interest you, local authority politics",214,May-2014,,Focus on (series);
"Collins, Rebecca",The paper club: a blank slate and an open invitation,214,May-2014,,Focus on (series);
"Owen Jones, Craig",Music,214,May-2014,,Focus on (series);
"Stewart, James",Nuclear Power - who cares?,215,Aug-2014,Barry;Hinkley Point;Chernobyl,nuclear power;CND
"Jauhola, Marjaana;Bolong, Yudi",The punks of the tsunami museum - post disaster INdonesia,215,Aug-2014,Banda Aceh;Indonesia,punk;tsunami;natural disasters;
"Jones, Rhian E.",A refusal of Britpop and Blairism - anniversary of The Holy Bible,215,Aug-2014,Blackwood;,manic street preachers;music;politics
"Stevenson, Peter",The world turned upside-down: cross-dressing and protest,215,Aug-2014,Marivan;Iraq;Iran;Gezi Park;Bangalore;Philadelphia;Ceinewydd;Aberaeron;Goldthorpe;,protest;cross-dressing;Rebecca Riots
"Contsantine, Mary-Ann",Rocky Acres: Robert Graves and Harlech,215,Aug-2014,Harlech;Charterhouse;Cuinchy;Cambrin;Mametz Wood,World War I;poetry
"Matthews, Gethin",The sacred cause of liberty and freedom,215,Aug-2014,France;Flanders;Wales,World War I;
"Brockway, Anthony",Emperor Tan and the 'Yellow Peril',215,Aug-2014,Cardiff;China;Malaysia,racism;
"Thomas, Ned",Catching up with Ngugi,215,Aug-2014,Kenya,literature;inquality;
"Conran, Tony",Back to Bangor,215,Aug-2014,Bangor;Chelmsford;Liverpool Street; Liverpool;Colwyn Bay;Falkland Islands,
"Emery, Carl",Education should be a leveller: interview with Huw Lewis AM,215,Aug-2014,Welsh Assembly,education
Catrin Fflur Huws,Cyfraith,215,Aug-2014,Aberystwyth,law;Welsh Keywords (series);
"Kanungo, Nabanita ",Faces at the Gynaecologist's,215,Aug-2014,,poem;
"Davies, Damian Walford",Gnosis,215,Aug-2014,,poem;
"Parry, Ted",144,215,Aug-2014,,short story;
"White, Stephen",Langland to Llangennith,215,Aug-2014,Langland;Llangennith,coastal path;Retracing Wales (series);
"Parker, Mike",Politics - the adrenaline of umbrage,215,Aug-2014,,Focus on (series);
"Pendry, Helen",Books - book addicts beware,215,Aug-2014,,Focus on (series);
"Lord, Peter",Art - Richard Wilson,215,Aug-2014,,Focus on (series);
"Williams, Daniel G.",An angle from Wales,216,Nov-2014,Wales,scottish independence
"Gorman, Damian",An angle from the north of Ireland,216,Nov-2014,Northern Ireland,scottish independence
"Willett, Joanie",An angle from Cornwall,216,Nov-2014,Scotland,scottish independence
"Pendry, Helen",Back to the Miners' Strike,216,Nov-2014,Abercwmboi;Aberdare;London;Strasbourg,miners' strike
"Morris, Jan","On Getting Old, an agnostic sermon",216,Nov-2014,Llanystumdwy;Berlin;Somaliland;Dover,ageing
"Arthur, Len","Save our services, NHS cuts",216,Nov-2014,Flint Cottage Hospital;Withybush Hospital;Royal Glamorgan Hospital,NHS;austerity
"Gray, Kathryn",No longer nation builders: post devolution Anglophone poetry,216,Nov-2014,Aberystwyth University,poetry;devolution
"Chowdhury, Sunandan Roy",The monster Anglopolis: The English Language in India,216,Nov-2014,Mumbai;Slovenia;Sri Lanka;Pakistan,English language;colonialism
"Stradling, Rob",The Breton Collaborators and the Welsh Llenorion,216,Nov-2014,Brittany;National LIbrary of Wales;Ireland;South America,World War II;National Library of Wales;Nazism
"Ramsay, Adrian",Beyond prevention: Centre for Alternative Technology,216,Nov-2014,Machynlleth,climate change;ecology;technology
"Knutson, Reuben",The Preseli Hills transcended: after-images of the 1970s,216,Nov-2014,Preseli Hills,art;counterculture;Utopia
"Jones, Terry",Precious Stone,216,Nov-2014,,poem;
"Griffiths, Steve",Persistance,216,Nov-2014,,poem;
"Minhinnick, Robert",Dannie Abse 1923-2014,216,Nov-2014,,"Abse, Dannie;obituary;"
"Cabuts, Paul",The poles of Strumble Head,216,Nov-2015,Stumble head,coastal path;Retracing Wales (series);
"Jones, Ffion",Theatre: chaperoned like lame sheep,216,Nov-2014,,Focus on (series);
"Donavan, Owen",Libraries: fighting back against closures ,216,Nov-2014,,Focus on (series);
"Griffiths, Dai","Music: Manic Street Preachers, Gruff Rhys, Bur Hoff Bau, Gwyllt",216,Nov-2014,,Focus on (series);
"Kirk, Eamon",Obesity in Wales,217,Feb-2015,,obesity;austerity;health
"Ashton, Catrin",Running on the Gelligaer and Merthyr Common,217,Feb-2015,Gelligaer;Merthyr Common,running;landscape;
"Das, Samarendra;Padel, Felix",Flooded out by money: MIning in Odisha India,217,Feb-2015,"Odisha, India;",mining;indigenous people
"Sheppard, Pauline",Tin and Fishes: an extract from a play ,217,Feb-2015,St. Just-in-Penwith,mining;tin
"Parfitt, Claire;Rowe, Rachel",A postcard from New South Wales: coal mining in Australia,217,Feb-2015,Taff Bargoed;Cynon Valley;Sydney,mining;coal;migration
"Thomas, Ned",The Kurdish question and the legacy of empire,217,Feb-2015,Kurdistan;Istanbul;Kobani;Syria,minorities;culture;nationalism
"Von Rothkirch, Alyce",Welsh schools: sites of creativity? Arts in education,217,Feb-2015,,arts;education;government
"Greenslade, David",A lunar sensibility: late Surrealism and Wales,217,Feb-2015,Prague;Gutersloh;Swansea,surrealism;art
"Elgood, Jasper",The Big Painting of Bernard Barnes: St John's Hall Gallery,217,Feb-2015,"St John's Chuch, Barmouth",
Diarmait Mac Giolla Chriost,Radical,217,Feb-2015,,radicalism;Welsh Keywords (series);
"Ghoulson, Christien ",My Mother's Body,217,Feb-2015,,poem;
"Thatcher, Christina",Fruits,217,Nov-2014,,short story;
"Owen, Fiona",Anne Cluysenaar 1936-2014,217,Feb-2015,,"Cluysenar, Anne;obituary;"
"Jones, Miriam Elin",A native alternative: Welsh Futurism,217,Feb-2015,,futurism;Planet Young Writers (series);
"Minnhinnick, Robert","Ffresni: Pwll Swll, Merthyr Mawr",217,Feb-2015,Pwll Swll;Merthyr Mawr,coastal path;Retracing Wales (series);
"Groves, Steve",Politics: social media and the general election,217,Feb-2015,,Focus on (series);
"Adams, Hugh",Art: Artes Mundi 6,217,Feb-2015,,Focus on (series);
"Owen Jones, Craig",Music: the Welsh rock scene in peril,217,Feb-2015,,Focus on (series);
"Gorman, Damian",Anything here worth fighting for? Why the arts matter,218,May-2015,Belfast;,poetry;The Troubles
"Joseph, Mike","Peoples, nations, states and genocides and interview with Mark Levene",218,May-2015,Armenia,genocide
"Taylor, Lucy",Rethinking Welsh Patagonia The Welsh and the Tehuelche People,218,May-2015,Patagonia,migration;indigenous people
"Contsantine, Mary-Ann",Dark Movements: Clive Hicks-Jenkins and the Return of the Mari Lwyd,218,May-2015,Aberystwyth Arts Centre,art;tradition
"Jenkins, Simon",From 'miscegenation' to 'Black Magic Madams': racial politics in Cardiff,218,May-2015,Cardiff;Nigeria;Malta,racism;sex;
Mererid Hopwood,Tangnefedd,218,May-2015,,peace;Welsh Keywords (series);
"Stansfield, Katherine",Against Blood,218,May-2015,,poem;
"Griffiths, Steve",Last riff for Nigel,218,May-2015,,poem;
"Davies, Stevie",Hongerwriter,218,May-2015,,short story;
"Miles, Bethan",Meredydd Evans 1919-2015,218,May-2015,,"Evans, Meredydd;obituary;"
"O'Leary, Paul",John Davies 1938-2015,218,May-2015,,"Davies, John;obituary;"
"Stevenson;Erin Kavanagh;Martin Bates, Peter",Llandudno,218,May-2015,Llandudno,coastal path;Retracing Wales (series);
"Austin, Hannah",Politics: The Violence Against Women bill,218,May-2015,,Focus on (series);
"Rees, Sara",Art: Democracy,218,May-2015,,Focus on (series);
"Moore, Dylan",Independence: Imagine Wales/Dychmygu Cymru,218,May-2015,,Focus on (series);
"Power, Steph",Music: new classical music releases,218,May-2015,,Focus on (series);
"Lewis, Dylan",Lessons for the fight against rural poverty,219,Aug-2015,Penparcau,politics;community development;rural poverty;
"Parker, Mike",The Paper Trail,219,Aug-2015,Ceredigion,politics;newspapers;general election
"Brooks, Simon",Where is the Welsh Revolution,219,Aug-2015,Wales;England;Scotland,politics;Plaid Cymru;Leanne Wood;general election
"Lloyd, Ben",The Far Paradise,219,Aug-2015,St. Davids;New York;Carn Llidi;Pennsylvania,Quakers;art;USA;migration;persecution
"Butler, Eddie",Scrum Down in the Departure Lounge,219,Aug-2015,Madrid;Blaina;,rugby;Francisco Franco;Industrial Engineers of Madrid Rugby Football Club
"Hopwood, Mererid",Notes from a Funeral Farwell,219,Aug-2015,Llansteffan,Osi Rhys Osmond;obituary;art
"Mason, Kelvin",New Fronts against fracking,219,Aug-2015,,fracking;energy;
"Adams, Hugh",Letters,219,Aug-2015,Paraguay;,magazines funding
"Edwards, Rebecca",A national craving for international praise,219,Aug-2015,Cardiff Bay;Caernarfon;Norway;Netherlands;Belgium;Finland;Slovenia,television;drama;
"Tillotson, Stephanie",Theatre Inside Out,219,Aug-2015,Wales Millennium Centre,theatre;Shakespeare
Martin Wright,Cymdeithasiaeth,219,Aug-2015,Cardiff,language;socialism;Welsh Keywords (series);
"Jenkins, Mike",Ower Town,219,Aug-2015,,poem;
"Rhys, Tracy",Weekday Spectrum,219,Aug-2015,,poem;
"Trezise, Rachel ",Fortress-shaped playhouse,219,Aug-2015,,short story;
"Rhydderch, Francesca",Cefn Sidan Sands,219,Aug-2015,Cefn Sidan;New Quay;Belgium;Conway;Blackpool;,coastal path;Retracing Wales (series);
"Pemberton, Pippa",Shared Walls and Shared Lives,220,Nov-2015,Wales;Manchester;Liverpool,housing;architecture;environment
"Johannes, Adam",We Need a New Deal for Tenants,220,Nov-2015,Cardiff;Glasgow,housing;rental;legislation
"Rose, Jess",No Birth Ever Goes to Plan,220,Nov-2015,Bronglais hospital,childbirth;NHS
"Vallejo, Rogelio",The Island Surrounded by Land and Silence,220,Nov-2015,Paraguay;Portugal;Armenia;Turkey,Paraguay;language;politics;Spanish;Guaraní 
"Bala, Iwan",Fiddling While Venice Drowns?,220,Nov-2015,Venice;Berlin;Cardigan Bay,art;Venice Biennale;climate change
"Timms, Deian",The Psyche of a Psychedelic Nation,220,Nov-2015,Wales;USA;,psychedelia;music;Gruff Rhys;
"Williams, Huw L.",Corbyn for Cymru?,220,Nov-2015,Tredegar,Jeremy Corbyn;Aneurin Bevan;Labour Party;
"Savill, Charmian",Cultural freedom through ritual,220,Nov-2015,Llanfair Careinion;Llangynog,theatre;Theatr Genedlaethol;ritual
Mair Rees,Cywilydd,220,Nov-2015,Newport;Fforest-fach,shame;language;Welsh Keywords (series);
"Barnie, John",Salem' Revisited,220,Nov-2015,France;Wales;England;Liverpool,poem;
"Day, Adam",The Third of October,220,Nov-2015,,poem;
"Bianchi, Tony",A lost leader,220,Nov-2015,Cardiff;Llanelli;Neath,short story;
"Rees, Lynne",Aberafan Beach to Briton Ferry,220,Nov-2015,Aberafan;Briton Ferry,coastal path;Retracing Wales (series);
"Birtwistle, Meic",We were the Industrial Revolution,221,Feb-2016,Yorkshire,coalmining;
"Rees, Lynne","Steel Town ride, Peril and Persistence",221,Feb-2016,Port Talbot;Aberafan;Margam,steel industry;industry
"Bowen, Bleddyn E",The other red dragon rising?,221,Feb-2016,Wales;China,space industry;
"Lauppe-Dunbar, Anne",Following the red thread west,221,Feb-2016,West Germany;Wales,travel;emigration;red thread;philosophy
"Evans, Jill",An Alternative to Scaremongering,221,Feb-2016,Wales;EU,EU Referendum;refugees;democracy
"Lawrence, Huw",Finding a Direction Home,221,Feb-2016,Llanelli;Manchester,education;teachers;class
"Loffman, Jen","Blackouts, Bananas and Boundaries",221,Feb-2016,Oriel Mostyn,Llandudno
"Churchill, Ieuan",An Unsustainable Future for Wales?,221,Feb-2016,Wales,environment;law;sustainability
Greg Hill,Cyfieithu,221,Feb-2016,,translation;language;Welsh Keywords (series);
"Stephens, Meic",Revolution,221,Feb-2016,Moscow;Cardiff,poem;
"Ní Shuileabháin, Eabhan",Growing up,221,Feb-2016,,poem;
"Williams, Gee",Rhyl,221,Feb-2016,Rhyl;Japan,coastal path;Retracing Wales (series);
"Ali, Tariq;Rappel, Ian",Fighting the extreme centre,222,May-2016,Europe;Wales,Brexit;left-wing politics
"Trezise, Rachel",Taking back chicken mountain,222,May-2016,Treorchy,chickens;Treorchy;family
"Coward, Adam",Right turn only,222,May-2016,Missouri;Ferguson,exile;US presedential election;Assembly election
"Davies, Rhian",Sounds which span the Irish Sea,222,May-2016,Ireland;Fron-goch;Gregynog,music;Easter Rising
"Cullen, Greg",We can refuse to sell our labour,222,May-2016,Cardiff,trade unions;collective action
"Lloyd-Morgan, Ceridwen",Deep roots and elysian groves,222,May-2016,MOMA Machynlleth,art;landscape;romanticism
"Savill, Charmian",Break a small piece of my heart,222,May-2016,National Museum Cardiff;,Newport;chartism;auto-destructive art;art;Ivor Davies
Tony Bianchi,Cwtsh,222,May-2016,Tyneside;Cardiff,cuddle;hug;Welsh Keywords (series);
"Skoulding, Zoë ",Hoard,222,May-2016,River Adda;Bangor,poem;
"Edwards, Rhian",Three (the reckoning),222,May-2016,,poem;
"Griffiths, Niall ",Extract from a novel,222,May-2016,Ceredigion;,short story;
"Stewart, James",Pencaer: from Strumble Head to Fishguard,222,May-2016,Pencaer;Strumble Head;Fishguard,coastal path;Retracing Wales (series);
"Jones, Aled Gruffydd",A Plato in the Greek government?,223,Aug-2016,Greece,Greece;ancient history;Syriza;democracy;internationalism
"Gwilym, Angharad;Parry, Ted",Scouse not English,223,Aug-2016,Liverpool,Liverpool
"Chapman, Stephen",The struggle against slavery in 21st-Century Wales,223,Aug-2016,,slavery;crime
"Gough, Steve",I do not know whether God made me',223,Aug-2016,Llanelli;,slavery;mining;
"Williams,Frances",Wales: a resting state,223,Aug-2016,Liverpool;Anglesey,
"Brockway, Anthony",Christ in Androgynous Majesty,223,Aug-2016,Llandaff Cathedral;Manhattan;,Llandaff Cathedral;Jacob Epstein;sculpture
"Llewellyn, Meic",Another Europe,223,Aug-2016,Galicia;Basque;Brittany;Mayo;Nova Scotia;Felinfach;Cornwall;Dingle;Friesland,minority languages;Europe;Tosta;archipelago
"Bell, Ellen",Art for the artists sake,223,Aug-2016,Oriel Davies Gallery Newtown,contemporary craft;exhibition
Rowan O'Neill,Cymysgrywedd,223,Aug-2016,Felinwynt,language;hybridity;Welsh Keywords (series);
"Edwards, Jonathan",Tryweryn,223,Aug-2016,Capel Celyn,poem;
"Davies, Damian Walford",Tea,223,Aug-2016,Cardiff Docks,poem;
"Thompson, Zoë Brigley ",The promise of happiness (IV),223,Aug-2016,,poem;
"Constantine, Mary-Ann",Amroth,223,Aug-2016,Amroth;Saundersfoot;Pendine;,coastal path;Retracing Wales (series);
"Pearce, Sioned;Fox, Stuart",Brexit: What Future for Welsh Anti-Poverty Policy?,224,Nov-2016,,poverty;EU
"Barnie, John",A shabby affair,224,Nov-2016,Iraq;Afghanistan,Chilcot Inquiry;Iraq War;War on Terror;Tony Blair
"Knight, Sam",What more can we say?,224,Nov-2016,Aberfan,Aberfan disaster;Tribunal of Enquiry (Aberfan);
"Cullen, Greg",Oh he of little faith,224,Nov-2016,Cardiff,culture;arts funding;Cardiff Council
"Webster, Catrin",Not only surface but skin,224,Nov-2016,Elysium Gallery Swansea;Romania;Spain;USA;Switzerland;South Korea;Ireland;England;Wales,contemporary art
"Jones, Ffion",Dramatising social media selves,224,Nov-2016,Belfast,drama;gender;
Richard Crowe,Adnabod,224,Nov-2016,Grangetown,knowing;Welsh Keywords (series);
"Murray, Nicholas ",Yggdrasil,224,Nov-2016,,poem;
,Post Colonial,224,Nov-2016,,poem;
"Rackstraw, Amanda",Gwawr,224,Nov-2016,Dunraven Bay;,short story;
"Roberts, Hannah",Sounds that carry across borders,224,Nov-2016,,languages;bilingualism;Planet Young Writers (series);
"Parker, Mike",Borth to Machynlleth,224,Nov-2016,Borth;Machynlleth,coastal path;Retracing Wales (series);
"Stevenson, Peter",In search of Fanny the Barmaid,225,Feb-2017,Provincetown;Greenwich Village;Cardiff;Mynydd Bach,Welsh folk tales; United States;Elections (US);referendum (EU)
"Marsden, Richard;Bestic, Penni",The Weakness of European Wales,225,Feb-2017,Scotland;Europe;Wales,Brexit;European Wales;Scotland;Referendum (EU)
"Barnie, John",The Hubris of a Pop Prime Minister,225,Feb-2017,UK;Iraq;Russia;China;Germany;France,Tony Blair;Iraq War;Chilcot Report;
"Gholson, Christien","Prose Poems: Good Guys, Bad Guys and Imagination",225,Feb-2017,Ely,
"Alcott, Tom",Peter Pan in a Bullet-Proof Jacket,225,Feb-2017,Penydarren Boys Club;,professional wrestling;WWE;
"Trezise, Rachel",A Thousand Blown-Out Windows,225,Feb-2017,Detroit;,art;Mike Kelley
"Burdett, Georgia",Why Wales Needs an Autism Act,225,Feb-2017,Wales,autism;legislation;devolution
"Bailey, Diane",Walking into a Photograph,225,Feb-2017,Dyffryn Ardudwy;,photography;Fay Godwin;environment;activism
"Birtwistle, Meic",Brexit: What next for fight against the far right?,225,Feb-2017,Europe,Brexit;far right;EU
Marion Löffler,Gweriniaeth,225,Feb-2017,Ceredigion,Republicanism;Welsh Keywords (series);
"Twm, J.",Breaking,225,Feb-2017,,poem;
"Harrison, Alice",Women running,225,Feb-2017,,poem;
"Morris, Jan",Morfa Bychan,225,Feb-2017,Morfa Bychan,coastal path;Retracing Wales (series);
"Evans, Dan",Brexit: How to repair a broken public sphere,226,May-2017,Wales;,Brexit;Labour;Antonio Gramsci;
"Harris, Jamie",A siren call and a lagoon: elusive Welsh utopias,226,May-2017,Wales,utopianism;folklore;history;literature;politics;art;architecture;far right;Senedd
"Ivancu, Emilia",Routing out the Rhinoceroses: Romania's revolution of light,226,May-2017,Romania;,space;place;pop culture;literature;folk custom;internet;democracy;corruption
"Bhamjee, Hanef",Beholden to no-one bt the oppressed: the Welsh Anti-Apartheid Movement,226,May-2017,South Africa;Wales,anti-apartheid movement;Welsh Anti-Apartheid Movement;activism;
"Flay-Petty, Claire;Deininger, Michelle",The cash box and the specimen tine,226,May-2017,Cardiff,literature;feminism;literary networks
"Rees, Gareth",PISA and the myths of national decline,226,May-2017,,Welsh government;education;PISA
"Parker, Mike","Lies, damned lies and politics: a media column",226,May-2017,,S4C;Byw Celwydd;Conservative Party;Plaid Cymru;Labour Party
"Lloyd-Morgan, Ceridwen",Broken words in a ruined museum: 'Segrgrair' by Paul Eastwood,226,May-2017,Wrexham;Bala,contemporary art;review;Paul Eastwood
Michael Harvey,Chwedl,226,May-2017,Wales,fables;story;language;Welsh Keywords (series);
"Johnston, Fred",Sign language,226,May-2017,,poem;
"Davies, Stevie",Star nursery,226,May-2017,,short story;
"Gregson, Ian",Bangor to Llandudno,226,May-2017,Bangor (Wales);Llandudno;Conwy;Penmaenmawr;,coastal path;Retracing Wales (series);
"Thomas, Ned",Brexit: a moment of existential danger,227,Aug-2017,,Brexit;European Union;laguages;minority languages
"Peacock, Sara",Pride and privilege,227,Aug-2017,Wales,Welsh language;languages;LGBT+;discrimination
"Minhinnick, Robert",Iwan Llwyd in the Deep South,227,Aug-2017,North America;South America;Porthcawl,poetry;Iwan Llwyd;
"Thomas, Colin",Migrants: second-class citizens?,227,Aug-2017,United States;America;Uganda;Newport (Gwent),emigration;literature;discrimination
"Trezise, Rachel",Memories from the Holy Bible (Rust) Belt,227,Aug-2017,,Rhian E. Jones;Manic Street Preachers;popular music;Wales;United States
"Cullen, Greg",The snap election: not a one-sided game,227,Aug-2017,Westminster,media review;television;marxism;general election
"Bell, Ellen",A Culture Defined by What it Discards:Art for the Anthropocene,227,Aug-2017,Mission Gallery Swansea;Carmarthen Bay;Port Talbot;Mauritius;United States;Canada,
Paul O'Leary,Crachach,227,Aug-2017,Aberystwyth,bourgeosie;crachach;Welsh Keywords (series);
"Llwyd, Iwan",Alcatraz (tr.),227,Aug-2017,Alcatraz,poem;
"Mazelis, Jo",The earth beneath the sky above,227,Aug-2017,,short story;
"Williams, Charlotte",Rhos Point to Pen y Gogarth The Songlines of Home,227,Aug-2017,Rhos Point;Pen y Gogarth;Guyana;Llandudno;Australia;,coastal path;Retracing Wales (series);
"Jones, Ffion",Brexit: what next for Welsh agriculture,228,Nov-2017,Wales,Brexit;agriculture
"Evans, Dan",We need to build a new society: rethinking civics in schools,228,Nov-2017,Wales,education;civics;schools;democracy
"Chapman, T. Robin",A handsome little sum: remembering Tony Bianchi,228,Nov-2017,,Tony Bianchi;literature;bilingualism
"Brown, Tony",Aliens in Caerphilly: the short stories of Thomas Morris,228,Nov-2017,Caerphilly,literature;Thomas Morris
"Williams, Frances",Illness from the inside out,228,Nov-2017,Sherman Theatre,review;mental health;Gods and Kings;National Theatre Wales; Mind Cymru;Sherman Theatre;Paul Whittaker
"Jones, Huw David",Re-opened doors and hidden masterpieces,228,Nov-2017,Glynn Vivian Art Gallery;Swansea,art galleries;visual culture;Glynn Vivian Art Gallery;art
Meg Elis,Dwyieithrwydd,228,Nov-2017,north Wales,bilingualism; Welsh Keywords (series);
"Lloyd, David",Striking Gold (After the 2016 US presidential election),228,Nov-2017,USA,poem;
"Meredith, Christopher",Air Camera,228,Nov-2017,,poem;
"Blewitt, Emily",The men in my family,228,Nov-2017,,poem;
"Manning, Polly",A world of gap years and gilt frames,228,Nov-2017,Oxford University;Swansea;,Oxbridge;high education;Planet Young Writers (series);
